date,sku_id,category,units_sold,price,promotion_flag,inventory_level,day_of_week,month,week_of_year,lag_1,lag_7,rolling_mean_7,stockout_flag
2023-01-28,SKU_1,Category_2,57,1694.8144802903494,1,82,5,1,4,28.0,26.0,27.714285714285715,0
2023-01-29,SKU_1,Category_2,31,1694.8144802903494,0,32,6,1,4,57.0,30.0,32.142857142857146,0
2023-01-30,SKU_1,Category_2,25,1694.8144802903494,0,46,0,1,5,31.0,20.0,32.285714285714285,0
2023-01-31,SKU_1,Category_2,30,1694.8144802903494,0,74,1,1,5,25.0,26.0,33.0,0
2023-02-01,SKU_1,Category_2,27,1694.8144802903494,0,56,2,2,5,30.0,35.0,33.57142857142857,0
2023-02-02,SKU_1,Category_2,23,1694.8144802903494,0,23,3,2,5,27.0,29.0,32.42857142857143,1
2023-02-03,SKU_1,Category_2,18,1694.8144802903494,0,18,4,2,5,23.0,28.0,31.571428571428573,1
2023-02-04,SKU_1,Category_2,33,1694.8144802903494,0,60,5,2,5,18.0,57.0,30.142857142857142,0
2023-02-05,SKU_1,Category_2,28,1694.8144802903494,0,61,6,2,5,33.0,31.0,26.714285714285715,0
2023-02-06,SKU_1,Category_2,22,1694.8144802903494,0,24,0,2,6,28.0,25.0,26.285714285714285,0
2023-02-07,SKU_1,Category_2,28,1694.8144802903494,0,45,1,2,6,22.0,30.0,25.857142857142858,0
2023-02-08,SKU_1,Category_2,37,1694.8144802903494,1,37,2,2,6,28.0,27.0,25.571428571428573,1
2023-02-09,SKU_1,Category_2,43,1694.8144802903494,1,54,3,2,6,37.0,23.0,27.0,0
2023-02-10,SKU_1,Category_2,25,1694.8144802903494,0,53,4,2,6,43.0,18.0,29.857142857142858,0
2023-02-11,SKU_1,Category_2,29,1694.8144802903494,0,71,5,2,6,25.0,33.0,30.857142857142858,0
2023-02-12,SKU_1,Category_2,30,1694.8144802903494,0,36,6,2,6,29.0,28.0,30.285714285714285,0
2023-02-13,SKU_1,Category_2,24,1694.8144802903494,0,86,0,2,7,30.0,22.0,30.571428571428573,0
2023-02-14,SKU_1,Category_2,18,1694.8144802903494,0,18,1,2,7,24.0,28.0,30.857142857142858,1
2023-02-15,SKU_1,Category_2,24,1694.8144802903494,0,60,2,2,7,18.0,37.0,29.428571428571427,0
2023-02-16,SKU_1,Category_2,22,1694.8144802903494,0,41,3,2,7,24.0,43.0,27.571428571428573,0
2023-02-17,SKU_1,Category_2,23,1694.8144802903494,0,61,4,2,7,22.0,25.0,24.571428571428573,0
2023-02-18,SKU_1,Category_2,33,1694.8144802903494,0,65,5,2,7,23.0,29.0,24.285714285714285,0
2023-02-19,SKU_1,Category_2,11,1694.8144802903494,0,11,6,2,7,33.0,30.0,24.857142857142858,1
2023-02-20,SKU_1,Category_2,11,1694.8144802903494,0,11,0,2,8,11.0,24.0,22.142857142857142,1
2023-02-21,SKU_1,Category_2,27,1694.8144802903494,0,99,1,2,8,11.0,18.0,20.285714285714285,0
2023-02-22,SKU_1,Category_2,42,1694.8144802903494,1,84,2,2,8,27.0,24.0,21.571428571428573,0
2023-02-23,SKU_1,Category_2,20,1694.8144802903494,0,26,3,2,8,42.0,22.0,24.142857142857142,0
2023-02-24,SKU_1,Category_2,33,1694.8144802903494,0,79,4,2,8,20.0,23.0,23.857142857142858,0
2023-02-25,SKU_1,Category_2,25,1694.8144802903494,0,25,5,2,8,33.0,33.0,25.285714285714285,1
2023-02-26,SKU_1,Category_2,12,1694.8144802903494,0,12,6,2,8,25.0,11.0,24.142857142857142,1
2023-02-27,SKU_1,Category_2,23,1694.8144802903494,0,68,0,2,9,12.0,11.0,24.285714285714285,0
2023-02-28,SKU_1,Category_2,29,1694.8144802903494,0,29,1,2,9,23.0,27.0,26.0,1
2023-03-01,SKU_1,Category_2,29,1694.8144802903494,0,61,2,3,9,29.0,42.0,26.285714285714285,0
2023-03-02,SKU_1,Category_2,10,1694.8144802903494,1,10,3,3,9,29.0,20.0,24.428571428571427,1
2023-03-03,SKU_1,Category_2,13,1694.8144802903494,0,66,4,3,9,10.0,33.0,23.0,0
2023-03-04,SKU_1,Category_2,37,1694.8144802903494,0,99,5,3,9,13.0,25.0,20.142857142857142,0
2023-03-05,SKU_1,Category_2,44,1694.8144802903494,1,69,6,3,9,37.0,12.0,21.857142857142858,0
2023-03-06,SKU_1,Category_2,18,1694.8144802903494,0,18,0,3,10,44.0,23.0,26.428571428571427,1
2023-03-07,SKU_1,Category_2,26,1694.8144802903494,0,28,1,3,10,18.0,29.0,25.714285714285715,0
2023-03-08,SKU_1,Category_2,29,1694.8144802903494,0,84,2,3,10,26.0,29.0,25.285714285714285,0
2023-03-09,SKU_1,Category_2,45,1694.8144802903494,1,45,3,3,10,29.0,10.0,25.285714285714285,1
2023-03-10,SKU_1,Category_2,27,1694.8144802903494,0,27,4,3,10,45.0,13.0,30.285714285714285,1
2023-03-11,SKU_1,Category_2,30,1694.8144802903494,0,91,5,3,10,27.0,37.0,32.285714285714285,0
2023-03-12,SKU_1,Category_2,34,1694.8144802903494,0,42,6,3,10,30.0,44.0,31.285714285714285,0
2023-03-13,SKU_1,Category_2,23,1694.8144802903494,0,23,0,3,11,34.0,18.0,29.857142857142858,1
2023-03-14,SKU_1,Category_2,16,1694.8144802903494,0,16,1,3,11,23.0,26.0,30.571428571428573,1
2023-03-15,SKU_1,Category_2,32,1694.8144802903494,0,42,2,3,11,16.0,29.0,29.142857142857142,0
2023-03-16,SKU_1,Category_2,31,1694.8144802903494,0,31,3,3,11,32.0,45.0,29.571428571428573,1
2023-03-17,SKU_1,Category_2,26,1694.8144802903494,0,47,4,3,11,31.0,27.0,27.571428571428573,0
2023-03-18,SKU_1,Category_2,36,1694.8144802903494,1,36,5,3,11,26.0,30.0,27.428571428571427,1
2023-03-19,SKU_1,Category_2,33,1694.8144802903494,0,39,6,3,11,36.0,34.0,28.285714285714285,0
2023-03-20,SKU_1,Category_2,30,1694.8144802903494,0,70,0,3,12,33.0,23.0,28.142857142857142,0
2023-03-21,SKU_1,Category_2,13,1694.8144802903494,0,13,1,3,12,30.0,16.0,29.142857142857142,1
2023-03-22,SKU_1,Category_2,20,1694.8144802903494,0,39,2,3,12,13.0,32.0,28.714285714285715,0
2023-03-23,SKU_1,Category_2,15,1694.8144802903494,1,15,3,3,12,20.0,31.0,27.0,1
2023-03-24,SKU_1,Category_2,28,1694.8144802903494,0,69,4,3,12,15.0,26.0,24.714285714285715,0
2023-03-25,SKU_1,Category_2,33,1694.8144802903494,0,72,5,3,12,28.0,36.0,25.0,0
2023-03-26,SKU_1,Category_2,30,1694.8144802903494,0,76,6,3,12,33.0,33.0,24.571428571428573,0
2023-03-27,SKU_1,Category_2,21,1694.8144802903494,0,34,0,3,13,30.0,30.0,24.142857142857142,0
2023-03-28,SKU_1,Category_2,20,1694.8144802903494,0,36,1,3,13,21.0,13.0,22.857142857142858,0
2023-03-29,SKU_1,Category_2,32,1694.8144802903494,0,99,2,3,13,20.0,20.0,23.857142857142858,0
2023-03-30,SKU_1,Category_2,31,1694.8144802903494,0,57,3,3,13,32.0,15.0,25.571428571428573,0
2023-03-31,SKU_1,Category_2,31,1694.8144802903494,0,51,4,3,13,31.0,28.0,27.857142857142858,0
2023-04-01,SKU_1,Category_2,22,1694.8144802903494,0,22,5,4,13,31.0,33.0,28.285714285714285,1
2023-04-02,SKU_1,Category_2,16,1694.8144802903494,0,16,6,4,13,22.0,30.0,26.714285714285715,1
2023-04-03,SKU_1,Category_2,25,1694.8144802903494,0,25,0,4,14,16.0,21.0,24.714285714285715,1
2023-04-04,SKU_1,Category_2,31,1694.8144802903494,0,96,1,4,14,25.0,20.0,25.285714285714285,0
2023-04-05,SKU_1,Category_2,18,1694.8144802903494,0,72,2,4,14,31.0,32.0,26.857142857142858,0
2023-04-06,SKU_1,Category_2,34,1694.8144802903494,0,34,3,4,14,18.0,31.0,24.857142857142858,1
2023-04-07,SKU_1,Category_2,23,1694.8144802903494,0,51,4,4,14,34.0,31.0,25.285714285714285,0
2023-04-08,SKU_1,Category_2,36,1694.8144802903494,0,63,5,4,14,23.0,22.0,24.142857142857142,0
2023-04-09,SKU_1,Category_2,38,1694.8144802903494,0,69,6,4,14,36.0,16.0,26.142857142857142,0
2023-04-10,SKU_1,Category_2,14,1694.8144802903494,0,14,0,4,15,38.0,25.0,29.285714285714285,1
2023-04-11,SKU_1,Category_2,24,1694.8144802903494,0,56,1,4,15,14.0,31.0,27.714285714285715,0
2023-04-12,SKU_1,Category_2,28,1694.8144802903494,0,49,2,4,15,24.0,18.0,26.714285714285715,0
2023-04-13,SKU_1,Category_2,26,1694.8144802903494,0,39,3,4,15,28.0,34.0,28.142857142857142,0
2023-04-14,SKU_1,Category_2,28,1694.8144802903494,0,72,4,4,15,26.0,23.0,27.0,0
2023-04-15,SKU_1,Category_2,29,1694.8144802903494,0,99,5,4,15,28.0,36.0,27.714285714285715,0
2023-04-16,SKU_1,Category_2,32,1694.8144802903494,1,32,6,4,15,29.0,38.0,26.714285714285715,1
2023-04-17,SKU_1,Category_2,10,1694.8144802903494,0,10,0,4,16,32.0,14.0,25.857142857142858,1
2023-04-18,SKU_1,Category_2,26,1694.8144802903494,0,57,1,4,16,10.0,24.0,25.285714285714285,0
2023-04-19,SKU_1,Category_2,26,1694.8144802903494,0,70,2,4,16,26.0,28.0,25.571428571428573,0
2023-04-20,SKU_1,Category_2,28,1694.8144802903494,0,72,3,4,16,26.0,26.0,25.285714285714285,0
2023-04-21,SKU_1,Category_2,20,1694.8144802903494,0,95,4,4,16,28.0,28.0,25.571428571428573,0
2023-04-22,SKU_1,Category_2,34,1694.8144802903494,0,87,5,4,16,20.0,29.0,24.428571428571427,0
2023-04-23,SKU_1,Category_2,32,1694.8144802903494,0,71,6,4,16,34.0,32.0,25.142857142857142,0
2023-04-24,SKU_1,Category_2,22,1694.8144802903494,0,85,0,4,17,32.0,10.0,25.142857142857142,0
2023-04-25,SKU_1,Category_2,29,1694.8144802903494,0,42,1,4,17,22.0,26.0,26.857142857142858,0
2023-04-26,SKU_1,Category_2,28,1694.8144802903494,0,32,2,4,17,29.0,26.0,27.285714285714285,0
2023-04-27,SKU_1,Category_2,26,1694.8144802903494,0,78,3,4,17,28.0,28.0,27.571428571428573,0
2023-04-28,SKU_1,Category_2,25,1694.8144802903494,0,25,4,4,17,26.0,20.0,27.285714285714285,1
2023-04-29,SKU_1,Category_2,32,1694.8144802903494,0,41,5,4,17,25.0,34.0,28.0,0
2023-04-30,SKU_1,Category_2,33,1694.8144802903494,1,33,6,4,17,32.0,32.0,27.714285714285715,1
2023-05-01,SKU_1,Category_2,20,1694.8144802903494,0,70,0,5,18,33.0,22.0,27.857142857142858,0
2023-05-02,SKU_1,Category_2,21,1694.8144802903494,0,21,1,5,18,20.0,29.0,27.571428571428573,1
2023-05-03,SKU_1,Category_2,27,1694.8144802903494,0,90,2,5,18,21.0,28.0,26.428571428571427,0
2023-05-04,SKU_1,Category_2,22,1694.8144802903494,0,35,3,5,18,27.0,26.0,26.285714285714285,0
2023-05-05,SKU_1,Category_2,16,1694.8144802903494,0,16,4,5,18,22.0,25.0,25.714285714285715,1
2023-05-06,SKU_1,Category_2,29,1694.8144802903494,0,84,5,5,18,16.0,32.0,24.428571428571427,0
2023-05-07,SKU_1,Category_2,37,1694.8144802903494,0,45,6,5,18,29.0,33.0,24.0,0
2023-05-08,SKU_1,Category_2,29,1694.8144802903494,0,82,0,5,19,37.0,20.0,24.571428571428573,0
2023-05-09,SKU_1,Category_2,34,1694.8144802903494,0,45,1,5,19,29.0,21.0,25.857142857142858,0
2023-05-10,SKU_1,Category_2,28,1694.8144802903494,0,33,2,5,19,34.0,27.0,27.714285714285715,0
2023-05-11,SKU_1,Category_2,18,1694.8144802903494,0,64,3,5,19,28.0,22.0,27.857142857142858,0
2023-05-12,SKU_1,Category_2,27,1694.8144802903494,0,98,4,5,19,18.0,16.0,27.285714285714285,0
2023-05-13,SKU_1,Category_2,36,1694.8144802903494,0,93,5,5,19,27.0,29.0,28.857142857142858,0
2023-05-14,SKU_1,Category_2,22,1694.8144802903494,0,95,6,5,19,36.0,37.0,29.857142857142858,0
2023-05-15,SKU_1,Category_2,27,1694.8144802903494,0,61,0,5,20,22.0,29.0,27.714285714285715,0
2023-05-16,SKU_1,Category_2,25,1694.8144802903494,0,25,1,5,20,27.0,34.0,27.428571428571427,1
2023-05-17,SKU_1,Category_2,20,1694.8144802903494,0,94,2,5,20,25.0,28.0,26.142857142857142,0
2023-05-18,SKU_1,Category_2,19,1694.8144802903494,0,32,3,5,20,20.0,18.0,25.0,0
2023-05-19,SKU_1,Category_2,35,1694.8144802903494,0,85,4,5,20,19.0,27.0,25.142857142857142,0
2023-05-20,SKU_1,Category_2,35,1694.8144802903494,0,67,5,5,20,35.0,36.0,26.285714285714285,0
2023-05-21,SKU_1,Category_2,31,1694.8144802903494,0,59,6,5,20,35.0,22.0,26.142857142857142,0
2023-05-22,SKU_1,Category_2,27,1694.8144802903494,0,75,0,5,21,31.0,27.0,27.428571428571427,0
2023-05-23,SKU_1,Category_2,18,1694.8144802903494,0,26,1,5,21,27.0,25.0,27.428571428571427,0
2023-05-24,SKU_1,Category_2,31,1694.8144802903494,1,98,2,5,21,18.0,20.0,26.428571428571427,0
2023-05-25,SKU_1,Category_2,28,1694.8144802903494,0,28,3,5,21,31.0,19.0,28.0,1
2023-05-26,SKU_1,Category_2,21,1694.8144802903494,0,63,4,5,21,28.0,35.0,29.285714285714285,0
2023-05-27,SKU_1,Category_2,29,1694.8144802903494,0,76,5,5,21,21.0,35.0,27.285714285714285,0
2023-05-28,SKU_1,Category_2,27,1694.8144802903494,0,67,6,5,21,29.0,31.0,26.428571428571427,0
2023-05-29,SKU_1,Category_2,29,1694.8144802903494,0,48,0,5,22,27.0,27.0,25.857142857142858,0
2023-05-30,SKU_1,Category_2,28,1694.8144802903494,0,86,1,5,22,29.0,18.0,26.142857142857142,0
2023-05-31,SKU_1,Category_2,23,1694.8144802903494,0,34,2,5,22,28.0,31.0,27.571428571428573,0
2023-06-01,SKU_1,Category_2,13,1694.8144802903494,0,47,3,6,22,23.0,28.0,26.428571428571427,0
2023-06-02,SKU_1,Category_2,16,1694.8144802903494,0,89,4,6,22,13.0,21.0,24.285714285714285,0
2023-06-03,SKU_1,Category_2,36,1694.8144802903494,0,84,5,6,22,16.0,29.0,23.571428571428573,0
2023-06-04,SKU_1,Category_2,54,1694.8144802903494,1,66,6,6,22,36.0,27.0,24.571428571428573,0
2023-06-05,SKU_1,Category_2,20,1694.8144802903494,0,58,0,6,23,54.0,29.0,28.428571428571427,0
2023-06-06,SKU_1,Category_2,12,1694.8144802903494,0,12,1,6,23,20.0,28.0,27.142857142857142,1
2023-06-07,SKU_1,Category_2,35,1694.8144802903494,1,66,2,6,23,12.0,23.0,24.857142857142858,0
2023-06-08,SKU_1,Category_2,17,1694.8144802903494,1,17,3,6,23,35.0,13.0,26.571428571428573,1
2023-06-09,SKU_1,Category_2,24,1694.8144802903494,0,45,4,6,23,17.0,16.0,27.142857142857142,0
2023-06-10,SKU_1,Category_2,38,1694.8144802903494,0,50,5,6,23,24.0,36.0,28.285714285714285,0
2023-06-11,SKU_1,Category_2,24,1694.8144802903494,0,36,6,6,23,38.0,54.0,28.571428571428573,0
2023-06-12,SKU_1,Category_2,16,1694.8144802903494,0,93,0,6,24,24.0,20.0,24.285714285714285,0
2023-06-13,SKU_1,Category_2,27,1694.8144802903494,0,38,1,6,24,16.0,12.0,23.714285714285715,0
2023-06-14,SKU_1,Category_2,34,1694.8144802903494,0,34,2,6,24,27.0,35.0,25.857142857142858,1
2023-06-15,SKU_1,Category_2,17,1694.8144802903494,0,65,3,6,24,34.0,17.0,25.714285714285715,0
2023-06-16,SKU_1,Category_2,19,1694.8144802903494,0,42,4,6,24,17.0,24.0,25.714285714285715,0
2023-06-17,SKU_1,Category_2,27,1694.8144802903494,0,27,5,6,24,19.0,38.0,25.0,1
2023-06-18,SKU_1,Category_2,52,1694.8144802903494,1,72,6,6,24,27.0,24.0,23.428571428571427,0
2023-06-19,SKU_1,Category_2,20,1694.8144802903494,0,68,0,6,25,52.0,16.0,27.428571428571427,0
2023-06-20,SKU_1,Category_2,10,1694.8144802903494,0,10,1,6,25,20.0,27.0,28.0,1
2023-06-21,SKU_1,Category_2,32,1694.8144802903494,0,64,2,6,25,10.0,34.0,25.571428571428573,0
2023-06-22,SKU_1,Category_2,26,1694.8144802903494,0,62,3,6,25,32.0,17.0,25.285714285714285,0
2023-06-23,SKU_1,Category_2,39,1694.8144802903494,1,83,4,6,25,26.0,19.0,26.571428571428573,0
2023-06-24,SKU_1,Category_2,10,1694.8144802903494,0,10,5,6,25,39.0,27.0,29.428571428571427,1
2023-06-25,SKU_1,Category_2,47,1694.8144802903494,1,86,6,6,25,10.0,52.0,27.0,0
2023-06-26,SKU_1,Category_2,27,1694.8144802903494,0,43,0,6,26,47.0,20.0,26.285714285714285,0
2023-06-27,SKU_1,Category_2,28,1694.8144802903494,0,81,1,6,26,27.0,10.0,27.285714285714285,0
2023-06-28,SKU_1,Category_2,8,1694.8144802903494,0,12,2,6,26,28.0,32.0,29.857142857142858,0
2023-06-29,SKU_1,Category_2,21,1694.8144802903494,0,21,3,6,26,8.0,26.0,26.428571428571427,1
2023-06-30,SKU_1,Category_2,28,1694.8144802903494,0,56,4,6,26,21.0,39.0,25.714285714285715,0
2023-07-01,SKU_1,Category_2,40,1694.8144802903494,0,94,5,7,26,28.0,10.0,24.142857142857142,0
2023-07-02,SKU_1,Category_2,34,1694.8144802903494,0,59,6,7,26,40.0,47.0,28.428571428571427,0
2023-07-03,SKU_1,Category_2,26,1694.8144802903494,0,39,0,7,27,34.0,27.0,26.571428571428573,0
2023-07-04,SKU_1,Category_2,27,1694.8144802903494,0,47,1,7,27,26.0,28.0,26.428571428571427,0
2023-07-05,SKU_1,Category_2,23,1694.8144802903494,0,88,2,7,27,27.0,8.0,26.285714285714285,0
2023-07-06,SKU_1,Category_2,14,1694.8144802903494,0,14,3,7,27,23.0,21.0,28.428571428571427,1
2023-07-07,SKU_1,Category_2,19,1694.8144802903494,0,19,4,7,27,14.0,28.0,27.428571428571427,1
2023-07-08,SKU_1,Category_2,42,1694.8144802903494,1,97,5,7,27,19.0,40.0,26.142857142857142,0
2023-07-09,SKU_1,Category_2,15,1694.8144802903494,0,15,6,7,27,42.0,34.0,26.428571428571427,1
2023-07-10,SKU_1,Category_2,31,1694.8144802903494,0,84,0,7,28,15.0,26.0,23.714285714285715,0
2023-07-11,SKU_1,Category_2,18,1694.8144802903494,0,32,1,7,28,31.0,27.0,24.428571428571427,0
2023-07-12,SKU_1,Category_2,20,1694.8144802903494,0,65,2,7,28,18.0,23.0,23.142857142857142,0
2023-07-13,SKU_1,Category_2,28,1694.8144802903494,0,76,3,7,28,20.0,14.0,22.714285714285715,0
2023-07-14,SKU_1,Category_2,26,1694.8144802903494,0,60,4,7,28,28.0,19.0,24.714285714285715,0
2023-07-15,SKU_1,Category_2,14,1694.8144802903494,0,14,5,7,28,26.0,42.0,25.714285714285715,1
2023-07-16,SKU_1,Category_2,32,1694.8144802903494,0,79,6,7,28,14.0,15.0,21.714285714285715,0
2023-07-17,SKU_1,Category_2,21,1694.8144802903494,0,21,0,7,29,32.0,31.0,24.142857142857142,1
2023-07-18,SKU_1,Category_2,26,1694.8144802903494,0,54,1,7,29,21.0,18.0,22.714285714285715,0
2023-07-19,SKU_1,Category_2,14,1694.8144802903494,0,35,2,7,29,26.0,20.0,23.857142857142858,0
2023-07-20,SKU_1,Category_2,22,1694.8144802903494,0,72,3,7,29,14.0,28.0,23.0,0
2023-07-21,SKU_1,Category_2,27,1694.8144802903494,0,90,4,7,29,22.0,26.0,22.142857142857142,0
2023-07-22,SKU_1,Category_2,36,1694.8144802903494,0,61,5,7,29,27.0,14.0,22.285714285714285,0
2023-07-23,SKU_1,Category_2,37,1694.8144802903494,0,65,6,7,29,36.0,32.0,25.428571428571427,0
2023-07-24,SKU_1,Category_2,18,1694.8144802903494,0,97,0,7,30,37.0,21.0,26.142857142857142,0
2023-07-25,SKU_1,Category_2,32,1694.8144802903494,0,35,1,7,30,18.0,26.0,25.714285714285715,0
2023-07-26,SKU_1,Category_2,30,1694.8144802903494,0,32,2,7,30,32.0,14.0,26.571428571428573,0
2023-07-27,SKU_1,Category_2,21,1694.8144802903494,0,27,3,7,30,30.0,22.0,28.857142857142858,0
2023-07-28,SKU_1,Category_2,17,1694.8144802903494,0,98,4,7,30,21.0,27.0,28.714285714285715,0
2023-07-29,SKU_1,Category_2,34,1694.8144802903494,0,37,5,7,30,17.0,36.0,27.285714285714285,0
2023-07-30,SKU_1,Category_2,28,1694.8144802903494,0,99,6,7,30,34.0,37.0,27.0,0
2023-07-31,SKU_1,Category_2,22,1694.8144802903494,0,34,0,7,31,28.0,18.0,25.714285714285715,0
2023-08-01,SKU_1,Category_2,34,1694.8144802903494,0,76,1,8,31,22.0,32.0,26.285714285714285,0
2023-08-02,SKU_1,Category_2,27,1694.8144802903494,0,27,2,8,31,34.0,30.0,26.571428571428573,1
2023-08-03,SKU_1,Category_2,17,1694.8144802903494,0,17,3,8,31,27.0,21.0,26.142857142857142,1
2023-08-04,SKU_1,Category_2,31,1694.8144802903494,0,92,4,8,31,17.0,17.0,25.571428571428573,0
2023-08-05,SKU_1,Category_2,37,1694.8144802903494,0,73,5,8,31,31.0,34.0,27.571428571428573,0
2023-08-06,SKU_1,Category_2,32,1694.8144802903494,0,65,6,8,31,37.0,28.0,28.0,0
2023-08-07,SKU_1,Category_2,28,1694.8144802903494,0,62,0,8,32,32.0,22.0,28.571428571428573,0
2023-08-08,SKU_1,Category_2,25,1694.8144802903494,0,79,1,8,32,28.0,34.0,29.428571428571427,0
2023-08-09,SKU_1,Category_2,31,1694.8144802903494,0,71,2,8,32,25.0,27.0,28.142857142857142,0
2023-08-10,SKU_1,Category_2,25,1694.8144802903494,0,33,3,8,32,31.0,17.0,28.714285714285715,0
2023-08-11,SKU_1,Category_2,26,1694.8144802903494,0,49,4,8,32,25.0,31.0,29.857142857142858,0
2023-08-12,SKU_1,Category_2,29,1694.8144802903494,0,33,5,8,32,26.0,37.0,29.142857142857142,0
2023-08-13,SKU_1,Category_2,13,1694.8144802903494,0,13,6,8,32,29.0,32.0,28.0,1
2023-08-14,SKU_1,Category_2,25,1694.8144802903494,0,60,0,8,33,13.0,28.0,25.285714285714285,0
2023-08-15,SKU_1,Category_2,27,1694.8144802903494,0,35,1,8,33,25.0,25.0,24.857142857142858,0
2023-08-16,SKU_1,Category_2,34,1694.8144802903494,0,53,2,8,33,27.0,31.0,25.142857142857142,0
2023-08-17,SKU_1,Category_2,21,1694.8144802903494,0,21,3,8,33,34.0,25.0,25.571428571428573,1
2023-08-18,SKU_1,Category_2,21,1694.8144802903494,0,99,4,8,33,21.0,26.0,25.0,0
2023-08-19,SKU_1,Category_2,33,1694.8144802903494,0,86,5,8,33,21.0,29.0,24.285714285714285,0
2023-08-20,SKU_1,Category_2,29,1694.8144802903494,0,42,6,8,33,33.0,13.0,24.857142857142858,0
2023-08-21,SKU_1,Category_2,19,1694.8144802903494,0,19,0,8,34,29.0,25.0,27.142857142857142,1
2023-08-22,SKU_1,Category_2,22,1694.8144802903494,1,22,1,8,34,19.0,27.0,26.285714285714285,1
2023-08-23,SKU_1,Category_2,37,1694.8144802903494,0,44,2,8,34,22.0,34.0,25.571428571428573,0
2023-08-24,SKU_1,Category_2,22,1694.8144802903494,0,58,3,8,34,37.0,21.0,26.0,0
2023-08-25,SKU_1,Category_2,23,1694.8144802903494,0,84,4,8,34,22.0,21.0,26.142857142857142,0
2023-08-26,SKU_1,Category_2,58,1694.8144802903494,1,85,5,8,34,23.0,33.0,26.428571428571427,0
2023-08-27,SKU_1,Category_2,34,1694.8144802903494,0,69,6,8,34,58.0,29.0,30.0,0
2023-08-28,SKU_1,Category_2,27,1694.8144802903494,0,81,0,8,35,34.0,19.0,30.714285714285715,0
2023-08-29,SKU_1,Category_2,29,1694.8144802903494,0,44,1,8,35,27.0,22.0,31.857142857142858,0
2023-08-30,SKU_1,Category_2,14,1694.8144802903494,0,14,2,8,35,29.0,37.0,32.857142857142854,1
2023-08-31,SKU_1,Category_2,29,1694.8144802903494,0,98,3,8,35,14.0,22.0,29.571428571428573,0
2023-09-01,SKU_1,Category_2,27,1694.8144802903494,0,98,4,9,35,29.0,23.0,30.571428571428573,0
2023-09-02,SKU_1,Category_2,41,1694.8144802903494,0,41,5,9,35,27.0,58.0,31.142857142857142,1
2023-09-03,SKU_1,Category_2,31,1694.8144802903494,0,47,6,9,35,41.0,34.0,28.714285714285715,0
2023-09-04,SKU_1,Category_2,26,1694.8144802903494,0,26,0,9,36,31.0,27.0,28.285714285714285,1
2023-09-05,SKU_1,Category_2,18,1694.8144802903494,0,75,1,9,36,26.0,29.0,28.142857142857142,0
2023-09-06,SKU_1,Category_2,27,1694.8144802903494,0,60,2,9,36,18.0,14.0,26.571428571428573,0
2023-09-07,SKU_1,Category_2,29,1694.8144802903494,0,76,3,9,36,27.0,29.0,28.428571428571427,0
2023-09-08,SKU_1,Category_2,21,1694.8144802903494,0,24,4,9,36,29.0,27.0,28.428571428571427,0
